location,date,,,record_max_temp,,,record_min_temp
BadgerysCreek,7/26/2015,,,12.3,,,2.8
BadgerysCreek,7/27/2015,,,18.4,,,2.8
BadgerysCreek,7/28/2015,,,18.1,,,0.9
BadgerysCreek,7/29/2015,,,18.8,,,0.4
BadgerysCreek,7/30/2015,,,19.3,,,1.2
BadgerysCreek,7/31/2015,,,19.3,,,2.2
BadgerysCreek,8/1/2015,,,19,,,1.8
BadgerysCreek,8/2/2015,,,19.1,,,0
BadgerysCreek,8/3/2015,,,20.1,,,1.4
BadgerysCreek,8/4/2015,,,18.6,,,5.9
BadgerysCreek,8/5/2015,,,19.5,,,0.5
BadgerysCreek,8/6/2015,,,19.7,,,1.7
BadgerysCreek,8/7/2015,,,23.4,,,1.7
BadgerysCreek,8/8/2015,,,17.3,,,1.6
BadgerysCreek,8/9/2015,,,18.1,,,-0.9
BadgerysCreek,8/10/2015,,,17.2,,,-0.1
BadgerysCreek,8/11/2015,,,17.7,,,4.5
BadgerysCreek,8/12/2015,,,19.9,,,2.3
BadgerysCreek,8/13/2015,,,20.3,,,1.3
BadgerysCreek,8/14/2015,,,21.7,,,3.9
BadgerysCreek,8/15/2015,,,22.4,,,1.4
BadgerysCreek,8/16/2015,,,25.8,,,0
BadgerysCreek,8/17/2015,,,21.7,,,10.1
BadgerysCreek,8/18/2015,,,19.3,,,3.7
BadgerysCreek,8/19/2015,,,20,,,0.9
BadgerysCreek,8/20/2015,,,21.9,,,3.8
BadgerysCreek,8/21/2015,,,27.1,,,3.3
BadgerysCreek,8/22/2015,,,20.2,,,8.4
BadgerysCreek,8/23/2015,,,25.1,,,5.2
BadgerysCreek,8/24/2015,,,23.5,,,10.1
BadgerysCreek,8/25/2015,,,19.1,,,10.1
BadgerysCreek,8/26/2015,,,20.8,,,10.2
BadgerysCreek,8/27/2015,,,24.1,,,3.5
BadgerysCreek,8/28/2015,,,24.4,,,1.2
BadgerysCreek,8/29/2015,,,26.8,,,10.2
BadgerysCreek,8/30/2015,,,18.5,,,11.8
BadgerysCreek,8/31/2015,,,20.5,,,4
BadgerysCreek,9/1/2015,,,22,,,3.7
BadgerysCreek,9/2/2015,,,20.9,,,3.8
BadgerysCreek,9/3/2015,,,17.4,,,6.2
BadgerysCreek,9/4/2015,,,24.9,,,9.5
BadgerysCreek,9/5/2015,,,21.4,,,9.8
BadgerysCreek,9/6/2015,,,21.2,,,3.5
BadgerysCreek,9/7/2015,,,21.3,,,7.6
BadgerysCreek,9/8/2015,,,20.1,,,5.6
BadgerysCreek,9/9/2015,,,20.5,,,4.1
BadgerysCreek,9/10/2015,,,22.3,,,2.6
BadgerysCreek,9/11/2015,,,23.2,,,2.5
BadgerysCreek,9/12/2015,,,29.4,,,2.7
BadgerysCreek,9/13/2015,,,30.6,,,4.4
BadgerysCreek,9/14/2015,,,21,,,9.6
BadgerysCreek,9/15/2015,,,23.3,,,13.1
BadgerysCreek,9/16/2015,,,21.5,,,10
BadgerysCreek,9/17/2015,,,32.7,,,12.4
BadgerysCreek,9/18/2015,,,24.7,,,12.6
BadgerysCreek,9/19/2015,,,25,,,9.2
BadgerysCreek,9/20/2015,,,28.7,,,7.2
BadgerysCreek,9/21/2015,,,24.3,,,9.3
BadgerysCreek,9/22/2015,,,31.1,,,11.2
BadgerysCreek,9/23/2015,,,21.1,,,15.1
BadgerysCreek,9/24/2015,,,23.1,,,12.7
BadgerysCreek,9/25/2015,,,26.5,,,4.3
BadgerysCreek,9/26/2015,,,18.8,,,14.1
BadgerysCreek,9/27/2015,,,16.8,,,7.1
BadgerysCreek,9/28/2015,,,20.9,,,5.1
BadgerysCreek,9/29/2015,,,23.2,,,4.3
BadgerysCreek,9/30/2015,,,27.6,,,4.7
BadgerysCreek,10/1/2015,,,32.3,,,6.5
BadgerysCreek,10/2/2015,,,20.8,,,10.7
BadgerysCreek,10/3/2015,,,15.4,,,13.3
BadgerysCreek,10/4/2015,,,17.1,,,10.5
BadgerysCreek,10/5/2015,,,21,,,7.3
BadgerysCreek,10/6/2015,,,21,,,8
BadgerysCreek,10/7/2015,,,19.2,,,4.5
BadgerysCreek,10/8/2015,,,19.5,,,9.6
BadgerysCreek,10/9/2015,,,17.7,,,6.8
BadgerysCreek,10/10/2015,,,19,,,7
BadgerysCreek,10/11/2015,,,19.5,,,9.3
BadgerysCreek,10/12/2015,,,22.6,,,5.8
BadgerysCreek,10/13/2015,,,24,,,13
BadgerysCreek,10/14/2015,,,21.7,,,11.9
BadgerysCreek,10/15/2015,,,22.2,,,7.6
BadgerysCreek,10/16/2015,,,21.4,,,5
BadgerysCreek,10/17/2015,,,23,,,5.7
BadgerysCreek,10/18/2015,,,22.8,,,8.9
BadgerysCreek,10/19/2015,,,24.6,,,7.1
BadgerysCreek,10/20/2015,,,31.4,,,8.5
BadgerysCreek,10/21/2015,,,34.7,,,9.2
BadgerysCreek,10/22/2015,,,24,,,16
BadgerysCreek,10/23/2015,,,32.4,,,15.4
BadgerysCreek,10/24/2015,,,25.9,,,13.3
BadgerysCreek,10/25/2015,,,19.5,,,14.9
BadgerysCreek,10/26/2015,,,16.7,,,12.3
BadgerysCreek,10/27/2015,,,17.3,,,5.7
BadgerysCreek,10/28/2015,,,26.1,,,2.4
BadgerysCreek,10/29/2015,,,23.8,,,15.6
BadgerysCreek,10/30/2015,,,28.1,,,13.7
BadgerysCreek,10/31/2015,,,26.2,,,15.6
BadgerysCreek,11/1/2015,,,30.5,,,11.7
BadgerysCreek,11/2/2015,,,29.9,,,14.8
BadgerysCreek,11/3/2015,,,38.7,,,17.1
BadgerysCreek,11/4/2015,,,20.3,,,17.5
BadgerysCreek,11/5/2015,,,21.8,,,14.4
BadgerysCreek,11/6/2015,,,21.2,,,14.5
BadgerysCreek,11/7/2015,,,25.6,,,15.6
BadgerysCreek,11/8/2015,,,21.8,,,13.3
BadgerysCreek,11/9/2015,,,28.7,,,16.1
BadgerysCreek,11/10/2015,,,30.3,,,11.3
BadgerysCreek,11/11/2015,,,28.2,,,11.4
BadgerysCreek,11/12/2015,,,37,,,11.5
BadgerysCreek,11/13/2015,,,22.3,,,17.6
BadgerysCreek,11/14/2015,,,32.4,,,9.7
BadgerysCreek,11/15/2015,,,29,,,13.2
BadgerysCreek,11/16/2015,,,37.3,,,17.8
BadgerysCreek,11/17/2015,,,23.9,,,18.3
BadgerysCreek,11/18/2015,,,30.1,,,15.4
BadgerysCreek,11/19/2015,,,36.7,,,14.4
BadgerysCreek,11/20/2015,,,41.9,,,17.5
BadgerysCreek,11/21/2015,,,35.3,,,21.8
BadgerysCreek,11/22/2015,,,41.6,,,17.9
BadgerysCreek,11/23/2015,,,20.8,,,17.6
BadgerysCreek,11/24/2015,,,22.7,,,14.7
BadgerysCreek,11/25/2015,,,31.9,,,16.2
BadgerysCreek,11/26/2015,,,33.3,,,17.1
BadgerysCreek,11/27/2015,,,34.5,,,17.9
BadgerysCreek,11/28/2015,,,39.8,,,15.6
BadgerysCreek,11/29/2015,,,31.2,,,16.2
BadgerysCreek,11/30/2015,,,23,,,13.2
BadgerysCreek,12/1/2015,,,23.4,,,12.9
BadgerysCreek,12/2/2015,,,23.6,,,12.9
BadgerysCreek,12/3/2015,,,30.5,,,10.1
BadgerysCreek,12/4/2015,,,27.3,,,12.9
BadgerysCreek,12/5/2015,,,30.7,,,14.1
BadgerysCreek,12/6/2015,,,30.2,,,14.9
BadgerysCreek,12/7/2015,,,39.4,,,17.2
BadgerysCreek,12/8/2015,,,36.3,,,16.5
BadgerysCreek,12/9/2015,,,26.1,,,16.5
BadgerysCreek,12/10/2015,,,32.5,,,19.2
BadgerysCreek,12/11/2015,,,29.9,,,17
BadgerysCreek,12/12/2015,,,32.6,,,10.6
BadgerysCreek,12/13/2015,,,30.8,,,15.3
BadgerysCreek,12/14/2015,,,21.8,,,17.9
BadgerysCreek,12/15/2015,,,27.4,,,15.5
BadgerysCreek,12/16/2015,,,34.8,,,20.8
BadgerysCreek,12/17/2015,,,42.5,,,17.7
BadgerysCreek,12/18/2015,,,21,,,18.8
BadgerysCreek,12/19/2015,,,31.6,,,15
BadgerysCreek,12/20/2015,,,23.1,,,17.4
BadgerysCreek,12/21/2015,,,30.4,,,16.6
BadgerysCreek,12/22/2015,,,36.8,,,16.1
BadgerysCreek,12/23/2015,,,37.3,,,16.1
BadgerysCreek,12/24/2015,,,38.4,,,17.4
BadgerysCreek,12/25/2015,,,28.7,,,19.4
BadgerysCreek,12/26/2015,,,20.4,,,16.3
BadgerysCreek,12/27/2015,,,22.8,,,17
BadgerysCreek,12/28/2015,,,26.2,,,19
BadgerysCreek,12/29/2015,,,28.1,,,17.2
BadgerysCreek,12/30/2015,,,27.2,,,15.4
BadgerysCreek,12/31/2015,,,28.2,,,17.2
BadgerysCreek,1/1/2016,,,29.1,,,19.6
BadgerysCreek,1/1/2015,,,30.3,,,20.3
BadgerysCreek,1/2/2015,,,20.1,,,17.8
BadgerysCreek,1/3/2015,,,24,,,16.5
BadgerysCreek,1/4/2015,,,34,,,15.4
BadgerysCreek,1/5/2015,,,31,,,20
BadgerysCreek,1/6/2015,,,24.1,,,19.4
BadgerysCreek,1/7/2015,,,29.8,,,17.9
BadgerysCreek,1/8/2015,,,38.6,,,2.2
BadgerysCreek,1/9/2015,,,35.5,,,19.9
BadgerysCreek,1/10/2015,,,30.7,,,19.3
BadgerysCreek,1/11/2015,,,40.1,,,20.8
BadgerysCreek,1/12/2015,,,33.2,,,21.6
BadgerysCreek,1/13/2015,,,23.9,,,17.9
BadgerysCreek,1/14/2015,,,27.2,,,18.7
BadgerysCreek,1/15/2015,,,29.5,,,20.5
BadgerysCreek,1/16/2015,,,29.4,,,16.2
BadgerysCreek,1/17/2015,,,25,,,12
BadgerysCreek,1/18/2015,,,29,,,10
BadgerysCreek,1/19/2015,,,36.8,,,11.7
BadgerysCreek,1/20/2015,,,39.7,,,15.8
BadgerysCreek,1/21/2015,,,40.6,,,17.1
BadgerysCreek,1/22/2015,,,43,,,18.9
BadgerysCreek,1/23/2015,,,25.3,,,17
BadgerysCreek,1/24/2015,,,30.8,,,17.1
BadgerysCreek,1/25/2015,,,37.3,,,21.1
BadgerysCreek,1/26/2015,,,29.6,,,22.8
BadgerysCreek,1/27/2015,,,29.7,,,19.5
BadgerysCreek,1/28/2015,,,30.9,,,16.6
BadgerysCreek,1/29/2015,,,28.2,,,19.6
BadgerysCreek,1/30/2015,,,29.8,,,19
BadgerysCreek,1/31/2015,,,31.6,,,17.5
BadgerysCreek,2/1/2015,,,27.7,,,19
BadgerysCreek,2/2/2015,,,28,,,20
BadgerysCreek,2/3/2015,,,27.5,,,21.3
BadgerysCreek,2/4/2015,,,29.1,,,22
BadgerysCreek,2/5/2015,,,25.2,,,19.5
BadgerysCreek,2/6/2015,,,26.7,,,19
BadgerysCreek,2/7/2015,,,26.8,,,20.7
BadgerysCreek,2/8/2015,,,29.9,,,20
BadgerysCreek,2/9/2015,,,32.4,,,17.9
BadgerysCreek,2/10/2015,,,33.1,,,19.3
BadgerysCreek,2/11/2015,,,36.6,,,19.6
BadgerysCreek,2/12/2015,,,25,,,20.9
BadgerysCreek,2/13/2015,,,26.7,,,21.3
BadgerysCreek,2/14/2015,,,32.7,,,19.9
BadgerysCreek,2/15/2015,,,25.9,,,18.3
BadgerysCreek,2/16/2015,,,27.1,,,15.2
BadgerysCreek,2/17/2015,,,25.3,,,15.5
BadgerysCreek,2/18/2015,,,25.7,,,15
BadgerysCreek,2/19/2015,,,29.7,,,15.1
BadgerysCreek,2/20/2015,,,33.7,,,16.2
BadgerysCreek,2/21/2015,,,35.8,,,18.3
BadgerysCreek,2/22/2015,,,29.7,,,20.5
BadgerysCreek,2/23/2015,,,24.9,,,18.3
BadgerysCreek,2/24/2015,,,25.3,,,14.6
BadgerysCreek,2/25/2015,,,25.8,,,13.2
BadgerysCreek,2/26/2015,,,31.6,,,13.8
BadgerysCreek,2/27/2015,,,28.9,,,17.4
BadgerysCreek,2/28/2015,,,19.5,,,16.8
BadgerysCreek,3/1/2015,,,21.4,,,14.2
BadgerysCreek,3/2/2015,,,24.5,,,13
BadgerysCreek,3/3/2015,,,25.7,,,14.1
BadgerysCreek,3/4/2015,,,24.1,,,17.5
BadgerysCreek,3/5/2015,,,30.3,,,19.6
BadgerysCreek,3/6/2015,,,28,,,20.5
BadgerysCreek,3/7/2015,,,30.8,,,19.8
BadgerysCreek,3/8/2015,,,28.7,,,14.9
BadgerysCreek,3/9/2015,,,21,,,14.1
BadgerysCreek,3/10/2015,,,23.6,,,14
BadgerysCreek,3/11/2015,,,24.3,,,14.5
BadgerysCreek,3/12/2015,,,23.1,,,13.2
BadgerysCreek,3/13/2015,,,25.6,,,15
BadgerysCreek,3/14/2015,,,27.3,,,14.8
BadgerysCreek,3/15/2015,,,28.2,,,12.6
BadgerysCreek,3/16/2015,,,28.8,,,10
BadgerysCreek,3/17/2015,,,29.5,,,10.7
BadgerysCreek,3/18/2015,,,33,,,12.2
BadgerysCreek,3/19/2015,,,33.6,,,14.2
BadgerysCreek,3/20/2015,,,35.1,,,15.7
BadgerysCreek,3/21/2015,,,26.7,,,17.9
BadgerysCreek,3/22/2015,,,30.7,,,14.3
BadgerysCreek,3/23/2015,,,26.9,,,14.2
BadgerysCreek,3/24/2015,,,29,,,16.2
BadgerysCreek,3/25/2015,,,35.1,,,15
BadgerysCreek,3/26/2015,,,29.7,,,19.1
BadgerysCreek,3/27/2015,,,31.8,,,17.2
BadgerysCreek,3/28/2015,,,24.3,,,19.1
BadgerysCreek,3/29/2015,,,21.3,,,12.4
BadgerysCreek,3/30/2015,,,22.6,,,16.6
BadgerysCreek,3/31/2015,,,27.1,,,14.1
BadgerysCreek,4/1/2015,,,24.8,,,13
BadgerysCreek,4/2/2015,,,24.2,,,12.4
BadgerysCreek,4/3/2015,,,22.7,,,11.9
BadgerysCreek,4/4/2015,,,21.8,,,12.6
BadgerysCreek,4/5/2015,,,23.8,,,14.1
BadgerysCreek,4/6/2015,,,24.4,,,17
BadgerysCreek,4/7/2015,,,27.3,,,17.5
BadgerysCreek,4/8/2015,,,25.2,,,11.9
BadgerysCreek,4/9/2015,,,26.7,,,12.8
Melbourne,4/10/2015,,,17,,,14.4
Melbourne,4/11/2015,,,18.4,,,9
Melbourne,4/12/2015,,,20.1,,,12.3
Melbourne,4/13/2015,,,18.2,,,9.8
Melbourne,4/14/2015,,,20.5,,,12.6
Melbourne,4/15/2015,,,24.7,,,15.9
Melbourne,4/16/2015,,,25.7,,,11.4
Melbourne,4/17/2015,,,20.4,,,15.5
Melbourne,4/18/2015,,,22.2,,,15.4
Melbourne,4/19/2015,,,17.2,,,13.7
Melbourne,4/20/2015,,,17.4,,,12.2
Melbourne,4/21/2015,,,21.4,,,14.1
Melbourne,4/22/2015,,,21.6,,,15.9
Melbourne,4/23/2015,,,21.7,,,14.5
Melbourne,4/24/2015,,,22,,,15
Melbourne,4/25/2015,,,19.6,,,7.7
Melbourne,4/26/2015,,,17.1,,,11.4
Melbourne,4/27/2015,,,19.3,,,13
Melbourne,4/28/2015,,,18.4,,,14.6
Melbourne,4/29/2015,,,17.4,,,11.6
Melbourne,4/30/2015,,,18.5,,,8.1
Melbourne,5/1/2015,,,22.2,,,9.2
Melbourne,5/2/2015,,,17.2,,,12.8
Melbourne,5/3/2015,,,15.8,,,10.7
Melbourne,5/4/2015,,,15.6,,,7.6
Melbourne,5/5/2015,,,12.5,,,10.3
Melbourne,5/6/2015,,,14.4,,,9.2
Melbourne,5/7/2015,,,13.2,,,5.7
Melbourne,5/8/2015,,,13.9,,,8.7
Melbourne,5/9/2015,,,15.4,,,7.2
Melbourne,5/10/2015,,,17.4,,,3.6
Melbourne,5/11/2015,,,17,,,4.8
Melbourne,5/12/2015,,,12.8,,,4.8
Melbourne,5/13/2015,,,14.1,,,6.8
Melbourne,5/14/2015,,,13.4,,,9.8
Melbourne,5/15/2015,,,14.1,,,10.5
Melbourne,5/16/2015,,,14.5,,,8.9
Melbourne,5/17/2015,,,15.3,,,10.5
Melbourne,5/18/2015,,,14.7,,,9.7
Melbourne,5/19/2015,,,17.5,,,10.8
Melbourne,5/20/2015,,,15.8,,,10.4
Melbourne,5/21/2015,,,13.5,,,9
Melbourne,5/22/2015,,,13.8,,,5
Melbourne,5/23/2015,,,13.4,,,3.8
Melbourne,5/24/2015,,,15.6,,,8.6
Melbourne,5/25/2015,,,17.9,,,6
Melbourne,5/26/2015,,,14.3,,,7.8
Melbourne,5/27/2015,,,15.1,,,9.3
Melbourne,5/28/2015,,,12.7,,,10
Melbourne,5/29/2015,,,13.5,,,7.3
Melbourne,5/30/2015,,,13.2,,,9.1
Melbourne,5/31/2015,,,14.7,,,10.4
Melbourne,6/1/2015,,,15.4,,,11.2
Melbourne,6/2/2015,,,14.8,,,10.4
Melbourne,6/3/2015,,,10.7,,,6.9
Melbourne,6/4/2015,,,12.7,,,5.6
Melbourne,6/5/2015,,,11.1,,,3
Melbourne,6/6/2015,,,10.6,,,4.8
Melbourne,6/7/2015,,,17,,,5
Melbourne,6/8/2015,,,15.8,,,8.9
Melbourne,6/9/2015,,,11.7,,,10.3
Melbourne,6/10/2015,,,14.1,,,7.3
Melbourne,6/11/2015,,,16.5,,,9.9
Melbourne,6/12/2015,,,16.7,,,10.9
Melbourne,6/13/2015,,,12.7,,,10.4
Melbourne,6/14/2015,,,12.8,,,8.2
Melbourne,6/15/2015,,,13,,,9.8
Melbourne,6/16/2015,,,13.7,,,10.5
Melbourne,6/17/2015,,,15.3,,,9.7
Melbourne,6/18/2015,,,15.2,,,5.3
Melbourne,6/19/2015,,,14.2,,,6.5
Melbourne,6/20/2015,,,16,,,8.3
Melbourne,6/21/2015,,,13.7,,,10.7
Melbourne,6/22/2015,,,12,,,4.5
Melbourne,6/23/2015,,,14,,,6.6
Melbourne,6/24/2015,,,14.1,,,8.8
Melbourne,6/25/2015,,,13.7,,,7.8
Melbourne,6/26/2015,,,16.1,,,3.1
Melbourne,6/27/2015,,,17.7,,,9.6
Melbourne,6/28/2015,,,16,,,12.6
Melbourne,6/29/2015,,,16.1,,,9.8
Melbourne,6/30/2015,,,18.1,,,6.9
Melbourne,7/1/2015,,,18.3,,,9.2
Melbourne,7/2/2015,,,11.6,,,7.5
Melbourne,7/3/2015,,,11.4,,,4.7
Melbourne,7/4/2015,,,14.3,,,6.3
Melbourne,7/5/2015,,,11,,,6.5
Melbourne,7/6/2015,,,12.9,,,7.5
Melbourne,7/7/2015,,,15.2,,,6.9
Melbourne,7/8/2015,,,15.3,,,10.2
Melbourne,7/9/2015,,,13.8,,,9.1
Melbourne,7/10/2015,,,17,,,10.3
Melbourne,7/11/2015,,,14.4,,,11.2
Melbourne,7/12/2015,,,13.4,,,8.5
Melbourne,7/13/2015,,,12.8,,,8.7
Melbourne,7/14/2015,,,14.6,,,4.9
Melbourne,7/15/2015,,,14.6,,,3.4
Melbourne,7/16/2015,,,14.4,,,5.8
Melbourne,7/17/2015,,,16.6,,,7.6
Melbourne,7/18/2015,,,14.2,,,5
Melbourne,7/19/2015,,,18.9,,,9.7
Melbourne,7/20/2015,,,15.3,,,9.6
Melbourne,7/21/2015,,,15.7,,,6.8
Melbourne,7/22/2015,,,14.1,,,7.7
Melbourne,7/23/2015,,,15.1,,,7.9
Melbourne,7/24/2015,,,18.7,,,8.5
Melbourne,7/25/2015,,,18.1,,,10.2
Melbourne,7/26/2015,,,18.2,,,10
Melbourne,7/27/2015,,,15.6,,,12.5
Melbourne,7/28/2015,,,21.6,,,7.1
Melbourne,7/29/2015,,,16.4,,,15.3
Melbourne,7/30/2015,,,13.6,,,6.9
Melbourne,7/31/2015,,,14.8,,,9.5
Melbourne,8/1/2015,,,16,,,7.8
Melbourne,8/2/2015,,,13.4,,,7
Melbourne,8/3/2015,,,12.7,,,3.7
Melbourne,8/4/2015,,,13,,,6.5
Melbourne,8/5/2015,,,14.4,,,7.2
Melbourne,8/6/2015,,,16.3,,,9.3
Melbourne,8/7/2015,,,19,,,10.5
Melbourne,8/8/2015,,,20.4,,,8.7
Melbourne,8/9/2015,,,16.8,,,10.2
Melbourne,8/10/2015,,,20.2,,,12.8
Melbourne,8/11/2015,,,15.5,,,11.6
Melbourne,8/12/2015,,,15,,,9.6
Melbourne,8/13/2015,,,15.7,,,10
Melbourne,8/14/2015,,,16.9,,,10.1
Melbourne,8/15/2015,,,18.4,,,12.8
Melbourne,8/16/2015,,,21.5,,,9.2
Melbourne,8/17/2015,,,21,,,9.6
Melbourne,8/18/2015,,,23.3,,,13.1
Melbourne,8/19/2015,,,16.7,,,16
Melbourne,8/20/2015,,,14.3,,,11.5
Melbourne,8/21/2015,,,17,,,7.3
Melbourne,8/22/2015,,,13.6,,,9.9
Melbourne,8/23/2015,,,14.6,,,9.6
Melbourne,8/24/2015,,,16.1,,,10.5
Melbourne,8/25/2015,,,14.6,,,8.7
Melbourne,8/26/2015,,,15.7,,,9
Melbourne,8/27/2015,,,19.8,,,11.1
Melbourne,8/28/2015,,,12.5,,,10.8
Melbourne,8/29/2015,,,16.3,,,8.5
Melbourne,8/30/2015,,,18.8,,,9.1
Melbourne,8/31/2015,,,15.2,,,10.9
Melbourne,9/1/2015,,,13.4,,,9.6
Melbourne,9/2/2015,,,16.5,,,9.8
Melbourne,9/3/2015,,,20.1,,,10
Melbourne,9/4/2015,,,14.7,,,9.5
Melbourne,9/5/2015,,,16.9,,,8.1
Melbourne,9/6/2015,,,14.8,,,7.4
Melbourne,9/7/2015,,,19.3,,,7.5
Melbourne,9/8/2015,,,16.7,,,12.5
Melbourne,9/9/2015,,,16.4,,,9.3
Melbourne,9/10/2015,,,18.6,,,11.6
Melbourne,9/11/2015,,,24,,,12.1
Melbourne,9/12/2015,,,15.9,,,11.1
Melbourne,9/13/2015,,,17.1,,,10.6
Melbourne,9/14/2015,,,17.1,,,8
Melbourne,9/15/2015,,,27.2,,,9.7
Melbourne,9/16/2015,,,22.5,,,14.1
Melbourne,9/17/2015,,,16.9,,,9.7
Melbourne,9/18/2015,,,22,,,9.5
Melbourne,9/19/2015,,,16.8,,,13
Melbourne,9/20/2015,,,15.1,,,7.5
Melbourne,9/21/2015,,,15.4,,,10.2
Melbourne,9/22/2015,,,14.6,,,6.8
Melbourne,9/23/2015,,,22.7,,,5.2
Melbourne,9/24/2015,,,24.8,,,9.4
Melbourne,9/25/2015,,,23.1,,,17.4
Melbourne,9/26/2015,,,18.9,,,9.8
Melbourne,9/27/2015,,,16.6,,,9.6
Melbourne,9/28/2015,,,16.5,,,7.5
Melbourne,9/29/2015,,,21.8,,,6.8
Melbourne,9/30/2015,,,17.6,,,14.8
Melbourne,10/1/2015,,,13.2,,,6.9
Melbourne,10/2/2015,,,14.1,,,7.9
Melbourne,10/3/2015,,,17.1,,,9.4
Melbourne,10/4/2015,,,25.7,,,9.6
Melbourne,10/5/2015,,,18.5,,,16.5
Melbourne,10/6/2015,,,15.4,,,10.1
Melbourne,10/7/2015,,,16.6,,,6.3
Melbourne,10/8/2015,,,25.6,,,9.3
Melbourne,10/9/2015,,,28,,,12.7
Melbourne,10/10/2015,,,17.5,,,7.9
Melbourne,10/11/2015,,,18.4,,,9.4
Melbourne,10/12/2015,,,18.5,,,9.7
Melbourne,10/13/2015,,,19.1,,,10
Melbourne,10/14/2015,,,29.2,,,10.2
Melbourne,10/15/2015,,,16.8,,,10
Melbourne,10/16/2015,,,21.4,,,11.5
Melbourne,10/17/2015,,,25.9,,,14.6
Melbourne,10/18/2015,,,18.2,,,11
Melbourne,10/19/2015,,,17.4,,,9.2
Melbourne,10/20/2015,,,17.5,,,11.9
Melbourne,10/21/2015,,,23.8,,,8.4
Melbourne,10/22/2015,,,25.5,,,13.2
Melbourne,10/23/2015,,,19,,,11.7
Melbourne,10/24/2015,,,15.9,,,11.5
Melbourne,10/25/2015,,,19.2,,,11
Melbourne,10/26/2015,,,21.6,,,11.9
Melbourne,10/27/2015,,,31.4,,,12
Melbourne,10/28/2015,,,18.9,,,15.3
Melbourne,10/29/2015,,,19.4,,,11.7
Melbourne,10/30/2015,,,33.3,,,11.9
Melbourne,10/31/2015,,,35,,,17.9
Melbourne,11/1/2015,,,14.9,,,14.5
Melbourne,11/2/2015,,,16.8,,,11
Melbourne,11/3/2015,,,17,,,10.3
Melbourne,11/4/2015,,,17.9,,,10.9
Melbourne,11/5/2015,,,17.4,,,12.2
Melbourne,11/6/2015,,,16.3,,,11.6
Melbourne,11/7/2015,,,19.6,,,12.2
Melbourne,11/8/2015,,,20,,,10.4
Melbourne,11/9/2015,,,18.9,,,13.3
Melbourne,11/10/2015,,,21.9,,,12.9
Melbourne,11/11/2015,,,21.6,,,13
Melbourne,11/12/2015,,,23.9,,,9.9
Melbourne,11/13/2015,,,31.7,,,12.7
Melbourne,11/14/2015,,,21.5,,,16.9
Melbourne,11/15/2015,,,20.8,,,12.8
Melbourne,11/16/2015,,,28.3,,,10.5
Melbourne,11/17/2015,,,23.2,,,15.4
Melbourne,11/18/2015,,,17.3,,,10
Melbourne,11/19/2015,,,18.8,,,11.2
Melbourne,11/20/2015,,,19.3,,,12.9
Melbourne,11/21/2015,,,32.8,,,10.7
Melbourne,11/22/2015,,,36.3,,,16.5
Melbourne,11/23/2015,,,19.3,,,15.7
Melbourne,11/24/2015,,,18.6,,,11.7
Melbourne,11/25/2015,,,25.5,,,9.7
Melbourne,11/26/2015,,,20.9,,,15.1
Melbourne,11/27/2015,,,17.5,,,10
Melbourne,11/28/2015,,,30.2,,,8.8
Melbourne,11/29/2015,,,21.5,,,14.4
Melbourne,11/30/2015,,,19.9,,,13.5
Melbourne,12/1/2015,,,20,,,14.6
Melbourne,12/2/2015,,,26.3,,,12.5
Melbourne,12/3/2015,,,34.9,,,16.2
Melbourne,12/4/2015,,,36.3,,,16.4
Melbourne,12/5/2015,,,29.3,,,25.4
Melbourne,12/6/2015,,,29.8,,,18
Melbourne,12/7/2015,,,38.2,,,20.3
Melbourne,12/8/2015,,,33.5,,,27
Melbourne,12/9/2015,,,27.8,,,20.1
Melbourne,12/10/2015,,,23.8,,,17.3
Melbourne,12/11/2015,,,21.1,,,16.8
Melbourne,12/12/2015,,,17.8,,,14.8
Melbourne,12/13/2015,,,19.5,,,14.6
Melbourne,12/14/2015,,,29.3,,,13.3
Melbourne,12/15/2015,,,31.7,,,18.5
Melbourne,12/16/2015,,,35.2,,,18.3
Melbourne,12/17/2015,,,36.7,,,20.9
Melbourne,12/18/2015,,,33.1,,,28
Melbourne,12/19/2015,,,24.4,,,18.5
Melbourne,12/20/2015,,,26.2,,,17.7
Melbourne,12/21/2015,,,24.3,,,16.6
Melbourne,12/22/2015,,,26.5,,,14.9
Melbourne,12/23/2015,,,28.8,,,17.5
Melbourne,12/24/2015,,,23.5,,,15.2
Melbourne,12/25/2015,,,21.5,,,15.2
Melbourne,12/26/2015,,,32.7,,,12.2
Melbourne,12/27/2015,,,37.8,,,16.4
Melbourne,12/28/2015,,,20.8,,,15.6
Melbourne,12/29/2015,,,23.4,,,11
Melbourne,12/30/2015,,,20.8,,,16.1
Melbourne,12/31/2015,,,22.6,,,15.3
Melbourne,1/1/2016,,,29.6,,,12.7
